hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate,Date
7-8,50,539,232,1025,757,2755,4851,6507,696,3720,1445,4014,190,1549,1164,4171,17721,5489,168,870,0,0,20250311062630
8-9,2514,3745,255,1109,821,2367,722,3486,756,3096,1510,4854,510,3199,801,2810,25138,6352,234,1285,0,0,20250311062630
9-10,59,567,334,1853,1237,2882,5091,4806,957,4687,2364,4781,397,2079,1748,4523,103007,8330,411,1465,0,0,20250311062630
10-11,680,2222,157,1078,1120,2679,16555,7985,500,2544,1069,3023,177,1146,1198,4150,65127,6761,431,1388,0,0,20250311062630
11-12,207,1466,306,1321,872,2667,6615,6164,637,3007,1802,4542,258,1547,1267,4095,48239,7416,252,892,0,0,20250311062630
12-13,3,200,63,619,483,1570,6388,6879,512,2597,505,1970,37,631,519,3219,2261,4270,84,622,0,0,20250311062630
13-14,95,702,373,1873,1169,2567,3866,6337,977,3019,2654,5123,319,1606,1548,5153,74862,7526,498,1276,0,0,20250311062630
14-15,221,1129,249,1247,1350,2392,4248,6211,1368,3474,2237,4645,365,2052,2338,5071,50919,7277,356,1148,0,0,20250311062630
15-16,95,1062,228,1540,987,2217,5130,6352,724,3116,1532,4005,283,1706,1491,4307,92799,7593,219,1069,0,0,20250311062630
16-17,405,1608,184,1281,974,2468,7146,6785,702,3084,823,2664,112,1109,993,5291,47961,6648,424,1597,0,0,20250311062630
17-18,222,1497,322,1186,1653,2637,5724,6200,1485,3424,2694,5178,366,1766,2143,5471,80505,7966,242,943,0,0,20250311062630
18-19,74,819,196,1268,1218,2416,4631,5931,1040,2619,1425,3594,232,1841,1351,4955,75620,5988,138,728,0,0,20250311062630
19-20,20,740,96,1345,655,2458,756,4971,556,3285,1330,3749,127,1349,672,4258,14598,5676,171,774,0,0,20250311062630
20-21,415,2276,226,1160,1188,2818,263,2849,907,3382,1756,4864,205,1527,1297,5661,29587,5714,147,788,0,0,20250311062630
21-22,390,2293,139,1306,635,2354,1253,4852,212,2094,746,2575,175,2544,970,5143,65410,6952,132,699,0,0,20250311062630
22-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,0,0,20250311062630
5-6,48537,2782,115,470,195,740,25894,2976,149,1072,436,1766,27,365,152,930,50360,5170,1469,1301,0,0,20250312062613
6-7,12,405,105,669,524,1565,7206,5438,595,1763,1151,1938,147,871,778,1636,11562,5339,75,561,0,0,20250312062613
7-8,19,237,338,1086,555,1827,9980,6621,599,2270,628,2495,57,548,565,2199,42759,7063,432,1224,0,0,20250312062613
8-9,0,0,10,355,357,1644,3291,5147,366,1997,520,2334,48,648,553,2317,21254,5882,255,1758,0,0,20250312062613
9-10,27,469,190,978,421,2156,8353,6074,262,2721,616,2851,123,1044,649,3419,39436,5734,161,1183,0,0,20250312062613
10-11,50,474,16,547,279,1458,10759,6593,422,2541,659,2749,86,926,668,3379,16690,6522,2002,2578,0,0,20250312062613
11-12,265,1395,94,1050,559,1760,8044,5984,409,2050,954,2613,140,1199,1007,3819,35712,6255,195,1171,0,0,20250312062613
12-13,3,272,30,626,506,1408,6332,5248,505,2066,1093,3043,181,1128,945,3554,20551,7049,186,1237,0,0,20250312062613
13-14,9,267,111,1090,277,1609,4913,5569,238,1586,565,2697,66,689,268,2222,12053,5217,63,679,0,0,20250312062613
14-15,20,590,82,1316,172,2222,6222,5673,52,901,177,1131,71,1408,290,4078,34575,7197,132,1396,0,0,20250312062613
15-16,28601,13707,34,908,767,3933,1317,4881,830,8829,1497,2607,145,1096,130,3513,14830,6621,21,389,0,0,20250312062613
16-17,6,300,103,1309,244,2961,3120,5357,184,3676,672,4328,112,2160,1588,4541,38040,7408,318,1651,0,0,20250312062613
17-18,0,0,35,1061,104,3151,2333,3962,56,3999,25,1200,3,250,71,4176,15,396,99,1193,0,0,20250312062613
18-19,12,705,66,1086,1230,2379,4520,5591,1328,3318,1737,3751,359,1894,2196,4272,49601,5748,177,885,0,0,20250312062613
19-20,0,0,28592,31468,78,3545,2493,4999,80,1925,232,3168,40,1481,296,4383,2287,8454,30,611,0,0,20250312062613
20-21,0,0,13,1181,69,2653,3117,4281,83,3264,115,2153,15,675,133,3687,45,1517,57,956,0,0,20250312062613
21-22,5,454,39,1300,405,2477,1116,9433,487,3402,462,2910,72,839,669,4057,234,3244,6,600,0,0,20250312062613
22-23,28,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,2467,369,3795,0,0,20250312062613
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,9160,6,500,0,0,20250313063231
1-2,0,0,14,1400,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,164,5466,0,0,20250313063231
2-3,41,428,0,0,0,0,47,1835,0,0,0,0,0,0,0,0,0,0,363,3353,0,0,20250313063231
3-4,1425,1864,0,0,0,0,732,3363,0,0,0,0,0,0,0,0,17,566,0,0,0,0,20250313063231
4-5,14,264,0,0,0,0,2526,5224,0,0,0,0,0,0,0,0,4581,4376,68,1273,0,0,20250313063231
5-6,87,882,41,1108,343,2419,24027,5414,295,2845,586,3014,111,1223,478,3540,20886,6050,383,2062,0,0,20250313063231
6-7,25,495,0,0,0,0,2588,5350,33,861,110,2698,24,2400,87,4833,644,6355,534,2557,0,0,20250313063231
7-8,35,647,164,1186,892,2117,4306,5772,840,3662,1699,4529,179,1401,1191,4130,36858,6385,195,1319,0,0,20250313063231
8-9,6,291,26,768,242,1571,5325,6463,258,2760,404,2840,33,761,371,3102,2680,5327,54,782,0,0,20250313063231
9-10,214,1049,300,1240,908,2575,8003,6315,508,2690,1654,3631,288,2141,1044,4765,75302,8344,252,1239,0,0,20250313063231
10-11,15,687,43,1108,0,0,11652,7301,15,766,38,512,0,0,217,5311,1399,4083,21,706,0,0,20250313063231
11-12,0,0,0,0,0,0,9807,7133,0,0,0,0,0,0,0,0,7,416,15,474,0,0,20250313063231
12-13,0,0,0,0,0,0,6380,4998,0,0,0,0,0,0,0,0,216,1772,0,0,0,0,20250313063231
13-14,3,300,35,777,147,3000,10922,7321,135,7105,343,9270,33,1833,186,4232,636,3287,9,347,0,0,20250313063231
14-15,3,300,37,788,50,2631,4981,6247,43,3909,186,8086,16,1600,42,3230,52,912,3,333,0,0,20250313063231
15-16,1,111,0,0,178,1471,2428,4420,145,1802,127,1655,18,1000,216,1857,51,850,239,1493,0,0,20250313063231
16-17,87,543,53,680,664,2324,1478,3747,908,4122,1024,3896,98,1168,812,3616,5674,6598,925,2392,0,0,20250313063231
17-18,58358,3145,87,2214,434,1924,1838,4380,320,2609,285,2382,102,1164,454,4132,25618,5589,299,1817,0,0,20250313063231
18-19,773635,7570,117,1107,489,2241,2917,4819,542,3173,1454,5004,100,873,669,3789,1177,3358,369,2513,0,0,20250313063231
19-20,475091,9932,20,772,868,2372,2274,5576,964,4579,1260,3759,109,1094,1129,3853,32366,6478,414,2018,0,0,20250313063231
20-21,112678,10843,73,1506,700,2591,1398,4513,707,3223,1123,3838,106,1076,877,3594,9339,6033,125,1807,0,0,20250313063231
21-22,1218118,7056,0,0,0,0,312,4848,0,0,0,0,0,0,0,0,11,721,568,3729,0,0,20250313063231
22-23,100148,6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,2988,0,0,20250313063231
23-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,0,0,20250313063231
0-1,0,0,0,0,0,0,39,3250,0,0,0,0,0,0,0,0,18,686,6,323,0,0,20250314062552
2-3,0,0,0,0,0,0,13,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250314062552
3-4,0,0,0,0,0,0,10,370,0,0,0,0,0,0,0,0,289,984,3,26,0,0,20250314062552
4-5,0,0,4,35,0,0,376,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250314062552
5-6,25,174,0,0,6,26,29069,6137,0,0,0,0,0,0,12,59,6538,2876,407,968,0,0,20250314062552
6-7,6,196,73,322,262,612,9380,5362,228,968,640,1843,34,417,193,1017,1195,4065,21,506,0,0,20250314062552
7-8,0,0,6,126,75,688,3443,4869,73,564,75,1357,6,428,56,604,895,5482,50,836,0,0,20250314062552
8-9,3,115,37,417,98,1077,6144,5742,104,1404,569,2846,48,561,337,1626,43,1525,12,457,0,0,20250314062552
9-10,1249,1097,171,625,759,1896,11954,5853,578,2162,1541,3190,155,957,1074,2713,29525,5268,310,1127,0,0,20250314062552
10-11,141,828,98,611,488,2122,2236,5947,388,2630,979,4124,137,1109,884,3889,19160,7428,90,817,0,0,20250314062552
11-12,94,429,90,434,543,1173,12020,4768,403,1093,842,1317,113,747,671,1524,47078,4568,587,1118,0,0,20250314062552
12-13,263,1236,47,488,292,1984,4894,5144,16,700,24,715,51,1164,212,1543,33527,5785,66,597,0,0,20250314062552
13-14,285,906,128,709,603,1788,4926,3889,542,2011,1280,2676,136,959,577,2230,66958,6739,345,1054,0,0,20250314062552
14-15,409,1023,197,949,1212,1907,4843,4445,1144,2927,1772,2821,173,1117,1434,3612,27327,6086,321,1591,0,0,20250314062552
15-16,47,650,256,927,1757,2210,3672,4801,1414,3478,2752,3593,250,1388,1802,3648,25409,6261,135,744,0,0,20250314062552
16-17,3,230,45,990,493,1840,3859,5666,462,2580,911,2869,80,1018,607,2649,33446,5699,126,841,0,0,20250314062552
17-18,496,2200,61,944,800,1872,3042,5088,513,2337,386,1623,21,386,791,2456,27974,5875,72,841,0,0,20250314062552
18-19,6,225,78,996,1160,2350,2906,4784,1349,3347,1372,2760,105,834,1308,3883,1073,3005,12,293,0,0,20250314062552
19-20,20,401,85,982,1143,2212,3573,5903,1174,3419,956,2523,128,1336,1168,3204,23297,6013,93,668,0,0,20250314062552
20-21,20,552,111,1110,295,2014,1505,3146,209,2450,502,2810,114,1085,440,3192,23415,7540,78,602,0,0,20250314062552
21-22,37,614,140,1037,352,1830,727,5678,262,2036,891,2828,164,1041,655,4521,23494,7555,111,686,0,0,20250314062552
22-23,0,0,6,222,971,2607,17873,7596,1123,4909,1042,3563,113,1041,1212,3746,180,1632,56,932,0,0,20250314062552
23-24,27,1189,48,1059,363,2809,24234,8739,300,3588,640,4184,133,1454,676,5991,18496,4609,380,2383,0,0,20250314062552
0-1,0,0,0,0,71,2150,15805,9329,108,3781,42,2122,0,0,120,5454,1455,6090,6,316,0,0,20250315062616
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,50,2026,0,0,20250315062616
4-5,0,0,0,0,0,0,681,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250315062616
5-6,27,513,0,0,0,0,25893,6369,0,0,0,0,0,0,0,0,3,300,284,2423,0,0,20250315062616
6-7,0,0,5,86,234,2447,5931,5462,301,4551,276,2525,16,1454,422,3019,15,313,0,0,0,0,20250315062616
7-8,0,0,42,1249,94,3615,2134,4369,95,5937,31,2818,0,0,59,3105,0,0,85,1683,0,0,20250315062616
8-9,0,0,0,0,130,1645,4043,5175,345,2773,273,2560,28,741,359,2836,593,2676,66,1525,0,0,20250315062616
9-10,9,311,103,1801,541,2524,8527,5840,757,4005,872,3858,73,1182,837,4371,2440,3934,54,702,0,0,20250315062616
10-11,5,500,14,676,158,3674,16834,6852,94,4476,181,2461,33,2750,150,5555,1977,3558,15,410,0,0,20250315062616
11-12,16,628,54,1022,292,2352,7376,6373,232,4222,332,3335,72,1777,306,4499,30426,7870,84,1088,0,0,20250315062616
12-13,175,4861,12,666,631,2599,12442,7466,669,4174,807,4831,33,1185,634,3585,1214,7493,6,600,0,0,20250315062616
13-14,3,272,29,2071,433,2486,14337,7837,714,4612,481,2466,44,1202,469,2425,1175,3066,9,361,0,0,20250315062616
14-15,26,401,153,1106,1185,2534,2130,4053,1441,3824,1879,3184,307,1328,1841,3851,24429,6052,171,1056,0,0,20250315062616
15-16,12,313,117,1261,1249,2823,4063,5509,1398,4404,1446,3412,237,1225,1783,4637,3391,4214,42,422,0,0,20250315062616
16-17,23,717,92,1191,1468,2805,2041,5391,1708,5542,1619,3756,215,1442,2076,4355,29670,4667,102,922,0,0,20250315062616
17-18,1,100,34,834,1188,2240,1270,4227,1440,3401,1443,3526,155,1005,1538,3471,178,1640,41,793,0,0,20250315062616
18-19,28,463,200,2229,773,2374,2750,5217,759,3527,1645,3127,187,1583,1040,3666,18888,5498,126,910,0,0,20250315062616
19-20,41,637,298,1551,1158,2818,304,2760,1321,5048,1876,4885,294,2371,1618,4934,51855,7115,474,1710,0,0,20250315062616
20-21,100,855,428,1982,1406,2500,636,4606,1264,3720,1872,3910,250,1721,1907,4478,70918,6841,399,1471,0,0,20250315062616
21-22,17,1000,50,966,470,2322,728,3507,449,3596,711,3734,107,1592,815,5492,26736,6952,78,1075,0,0,20250315062616
22-23,0,0,0,0,40,1477,1126,2964,0,0,6,600,0,0,0,0,616,2232,3,375,0,0,20250315062616
23-24,0,0,0,0,0,0,351,2080,0,0,0,0,0,0,0,0,8,888,0,0,0,0,20250315062616
0-1,0,0,0,0,0,0,778,2885,0,0,0,0,0,0,0,0,2060,7842,6,600,0,0,20250316062335
1-2,0,0,0,0,0,0,348,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
2-3,0,0,0,0,0,0,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
4-5,0,0,0,0,0,0,651,5887,0,0,0,0,0,0,0,0,5756,4746,24,1416,0,0,20250316062335
5-6,30,576,10,833,307,4582,23220,12266,281,8781,360,5202,61,1486,435,3950,13873,5586,401,2384,0,0,20250316062335
6-7,0,0,0,0,24,1999,102,3502,0,0,3,333,0,0,0,0,1819,2931,246,3621,0,0,20250316062335
7-8,283,1743,70,656,1390,3736,25,2083,998,4051,1255,3964,151,1333,1624,4836,33409,6319,98,955,0,0,20250316062335
8-9,21,657,35,2500,43,3071,760,3881,24,2400,26,1444,19,1309,94,4434,12460,6275,45,1050,0,0,20250316062335
9-10,0,0,1,22,0,0,207,4931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
10-11,0,0,0,0,0,0,322,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
11-12,0,0,0,0,0,0,3369,8376,0,0,0,0,0,0,0,0,4,444,21,681,0,0,20250316062335
12-13,0,0,0,0,0,0,181,5472,0,0,0,0,0,0,0,0,841,3015,3,333,0,0,20250316062335
14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,363,0,0,0,0,20250316062335
15-16,7,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,400,0,0,0,0,20250316062335
19-20,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
20-21,10,909,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
21-22,0,0,0,0,0,0,10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250316062335
22-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0,20250316062335
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,3337,6,333,0,0,20250317062550
5-6,179,1536,0,0,0,0,23220,14295,0,0,0,0,0,0,0,0,0,0,284,2670,0,0,20250317062550
6-7,0,0,0,0,0,0,151,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250317062550
7-8,16,1454,11,291,0,0,2336,5369,0,0,0,0,0,0,0,0,0,0,47,1541,0,0,20250317062550
8-9,0,0,40,973,0,0,333,5241,0,0,0,0,0,0,0,0,399,1884,0,0,0,0,20250317062550
9-10,0,0,9,314,0,0,133,1668,0,0,0,0,0,0,0,0,55,1964,0,0,0,0,20250317062550
10-11,506,1147,123,1138,0,0,1478,4984,0,0,0,0,0,0,0,0,0,0,226,2266,0,0,20250317062550
11-12,179,1100,7,372,124,3263,1896,6150,116,5043,55,2590,12,923,123,3713,775,7038,205,4041,0,0,20250317062550
12-13,0,0,0,0,0,0,484,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250317062550
13-14,0,0,0,0,0,0,130,2962,0,0,24,2000,36,2083,190,4750,0,0,0,0,0,0,20250317062550
14-15,0,0,4,400,0,0,452,2802,53,4818,102,6000,0,0,0,0,0,0,82,2820,0,0,20250317062550
15-16,26,283,89,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0,20250317062550
16-17,15,471,4,400,0,0,0,0,0,0,0,0,0,0,0,0,3,375,211,2515,0,0,20250317062550
17-18,114,1025,12,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,2794,0,0,20250317062550
18-19,123,864,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,4013,0,0,20250317062550
19-20,6,312,29,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0,20250317062550
20-21,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250317062550
21-22,0,0,0,0,0,0,14,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250317062550
22-23,52,419,164,958,0,0,25,1785,0,0,0,0,0,0,0,0,0,0,6,165,0,0,20250317062550
23-24,113,485,194,800,0,0,22,2000,0,0,0,0,0,0,0,0,0,0,9,347,0,0,20250317062550
0-1,570,1456,92,904,0,0,0,0,0,0,0,0,0,0,0,0,259,3307,361,1762,0,0,20250318062632
2-3,0,0,20,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250318062632
3-4,170,900,86,776,0,0,256,3475,0,0,0,0,0,0,0,0,34,1152,469,1632,0,0,20250318062632
4-5,0,0,8,400,0,0,242,2087,0,0,0,0,0,0,0,0,186,3662,6,323,0,0,20250318062632
5-6,291,1653,11,306,12,705,24621,5170,12,1333,18,825,0,0,148,3395,18049,6248,365,1843,0,0,20250318062632
6-7,293,1919,61,1660,457,2277,5368,6025,123,2048,324,2517,33,433,247,2053,2542,2760,33,508,0,0,20250318062632
7-8,0,0,15,407,27,2076,8112,6805,21,1050,139,2333,12,687,45,1500,43,1359,80,841,0,0,20250318062632
8-9,549,2924,35,1392,231,1852,11052,7230,366,2856,365,2638,42,700,268,2104,464,3337,3,333,0,0,20250318062632
9-10,11,313,81,1307,374,1995,9790,6286,439,2769,764,2329,69,1791,371,2088,3535,3928,54,419,0,0,20250318062632
10-11,35,609,164,1100,519,2562,13460,7027,533,2780,1054,2641,179,1247,835,3534,34341,5091,156,1305,0,0,20250318062632
11-12,3,333,39,1695,229,2455,5773,5534,165,2050,351,3699,45,2000,198,3372,1681,3850,12,637,0,0,20250318062632
12-13,17,792,53,985,144,1033,5098,6804,87,1473,312,2202,88,1842,282,3800,20330,6086,72,511,0,0,20250318062632
13-14,21,480,37,1266,50,2777,8045,7582,55,1626,207,3803,15,1500,42,3000,458,1800,12,377,0,0,20250318062632
14-15,0,0,0,0,539,3291,4400,5524,738,6480,394,4344,39,843,431,4056,0,0,3,333,0,0,20250318062632
15-16,10,348,26,1133,543,3023,3968,5154,1051,5295,623,3007,43,769,255,2908,656,2811,15,412,0,0,20250318062632
16-17,6727,8206,0,0,164,2500,2949,5145,232,5083,86,2261,3,300,252,3703,3,300,0,0,0,0,20250318062632
17-18,0,0,120,2044,337,2667,2624,4783,624,4987,202,1609,15,341,426,3248,6,257,30,633,0,0,20250318062632
18-19,0,0,2,222,116,1963,2822,4867,274,1928,319,2504,36,610,389,3969,835,5404,12,1333,0,0,20250318062632
19-20,20,986,87,1382,325,2136,1708,4046,214,2777,526,3307,96,1982,690,4750,41623,5398,138,1041,0,0,20250318062632
20-21,7,700,4,106,369,2445,4493,5408,288,4282,377,2257,9,360,473,3953,46,1293,3,300,0,0,20250318062632
21-22,0,0,0,0,104,1888,1185,7233,64,2276,39,693,0,0,73,2485,0,0,0,0,0,0,20250318062632
22-23,0,0,0,0,125,2718,18755,8192,78,2601,28,1313,0,0,62,2292,0,0,3,272,0,0,20250318062632
23-24,0,0,0,0,0,0,26042,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250318062632
0-1,357,3107,12,1000,103,3678,18093,9780,6,666,9,750,0,0,264,6490,7297,6589,9,514,0,0,20250319062541
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250319062541
2-3,0,0,0,0,0,0,588,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250319062541
3-4,0,0,0,0,0,0,422,3485,0,0,0,0,0,0,0,0,20,2000,0,0,0,0,20250319062541
4-5,0,0,0,0,86,3185,170,1858,119,7000,105,1917,12,1200,108,5400,45,1500,9,1000,0,0,20250319062541
5-6,25,658,0,0,0,0,25209,6162,0,0,6,545,0,0,0,0,451,2085,311,1832,0,0,20250319062541
6-7,0,0,0,0,0,0,6281,5789,0,0,5,500,0,0,0,0,223,1180,6,316,0,0,20250319062541
7-8,0,0,0,0,239,2725,12370,7733,413,3490,274,2399,31,775,352,3670,157,2122,3,300,0,0,20250319062541
8-9,961,3915,39,1176,442,2837,7486,6668,302,3817,458,2784,55,948,532,4183,1799,2261,431,1106,0,0,20250319062541
9-10,0,0,6,666,233,2937,13667,6911,323,5411,271,3917,13,1300,154,2738,121,1257,6,333,0,0,20250319062541
10-11,0,0,0,0,86,2047,6457,6164,104,3773,301,2156,26,1366,172,4973,53,1099,392,2456,0,0,20250319062541
11-12,0,0,0,0,570,2291,13287,7536,519,3022,859,3451,47,833,583,2953,52,1087,6,300,0,0,20250319062541
12-13,0,0,0,0,768,2467,8763,6365,750,3574,1248,4634,89,1155,745,3255,160,1625,12,354,0,0,20250319062541
13-14,17,447,35,2500,220,2750,5368,5710,170,2342,246,3851,15,1500,578,2617,46,1137,3,333,0,0,20250319062541
14-15,8,377,41,754,27,2076,7210,6850,31,1047,250,3161,18,471,105,2721,1356,4675,24,551,0,0,20250319062541
15-16,25,610,191,1286,608,2464,6856,6207,438,3243,1126,3580,120,1181,726,3411,18277,4453,195,1262,0,0,20250319062541
16-17,5,500,26,755,1304,2463,3255,4955,1658,4345,1895,4198,96,1483,1469,4297,2930,6070,15,522,0,0,20250319062541
17-18,0,0,0,0,640,2540,4126,5063,660,4259,788,4122,9,900,527,3106,8707,4684,177,1399,0,0,20250319062541
18-19,22,463,140,1306,604,2166,3715,5297,712,3346,1328,3964,138,1209,1438,4817,2353,3535,159,1786,0,0,20250319062541
19-20,6,277,20,533,587,3532,1697,4097,487,5742,812,3933,51,1443,777,4489,3305,7523,317,2118,0,0,20250319062541
20-21,5,500,14,1272,664,2569,2197,3831,586,2985,825,3627,111,1292,865,3597,5631,8630,51,550,0,0,20250319062541
21-22,37,471,203,1120,515,2280,1102,4722,505,4073,1335,3895,116,1287,687,3850,26116,4237,66,756,0,0,20250319062541
22-23,0,0,0,0,0,0,456,2840,0,0,0,0,0,0,0,0,66,1362,3,300,0,0,20250319062541
23-24,0,0,0,0,0,0,329,2065,6,666,3,272,0,0,0,0,0,0,0,0,0,0,20250319062541
0-1,0,0,0,0,0,0,163,7761,0,0,0,0,0,0,0,0,430,1451,6,337,0,0,20250320062629
1-2,0,0,0,0,0,0,266,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250320062629
3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,444,0,0,0,0,20250320062629
4-5,0,0,0,0,0,0,1387,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250320062629
5-6,25,644,0,0,0,0,25165,5060,0,0,0,0,0,0,0,0,95,1696,290,1831,0,0,20250320062629
6-7,0,0,0,0,0,0,6897,5114,0,0,18,404,0,0,0,0,4,444,6,316,0,0,20250320062629
7-8,3,333,37,1061,188,3158,5124,6070,166,6488,296,3369,15,1666,111,4053,43,1459,42,578,0,0,20250320062629
8-9,1326,6642,35,1484,50,2631,4083,5145,43,1954,188,4371,15,1500,42,3818,6766,7307,99,1277,0,0,20250320062629
9-10,0,0,0,0,18,966,7875,5686,0,0,0,0,0,0,33,1453,3637,4795,9,448,0,0,20250320062629
10-11,0,0,0,0,0,0,14942,7375,0,0,0,0,0,0,0,0,429,2047,9,450,0,0,20250320062629
11-12,0,0,0,0,0,0,9055,6891,0,0,0,0,0,0,0,0,925,1854,0,0,0,0,20250320062629
12-13,361,3666,4,444,196,3134,10361,6650,29,1544,42,1923,0,0,157,4509,10825,4011,33,485,0,0,20250320062629
13-14,24,1061,83,1755,227,4123,3199,5729,96,9600,158,2440,81,2448,551,7322,51022,6073,102,1445,0,0,20250320062629
14-15,0,0,0,0,62,2285,2052,3673,70,2000,137,3017,18,712,144,3322,835,2312,0,0,0,0,20250320062629
15-16,0,0,0,0,387,3161,4885,5779,341,6928,686,5545,34,634,360,4254,45,1388,6,275,0,0,20250320062629
16-17,0,0,5,454,1003,2675,893,3781,865,5663,776,3923,58,761,930,3982,3582,3065,15,305,0,0,20250320062629
17-18,262,4511,4,400,903,2646,1688,5431,921,4469,1542,3682,78,965,1151,4039,5071,4519,24,367,0,0,20250320062629
18-19,0,0,0,0,862,2493,4331,6018,1306,3322,1706,4388,154,800,1738,4600,1255,3574,9,350,0,0,20250320062629
19-20,0,0,0,0,203,3147,4529,5380,248,3658,213,2088,46,752,350,5007,325,4684,18,608,0,0,20250320062629
20-21,3,250,12,554,335,1668,2299,5344,222,2620,521,2765,56,888,490,3299,29558,7136,93,1282,0,0,20250320062629
21-22,20,651,80,1326,556,3029,1666,5056,395,4755,754,3825,51,1722,536,3578,3094,5207,24,483,0,0,20250320062629
22-23,0,0,16,277,67,1923,1555,4372,21,2333,21,2100,58,2458,333,4542,28635,6491,177,2125,0,0,20250320062629
23-24,0,0,0,0,164,3346,1959,6929,156,2736,142,5916,12,1090,136,5666,858,2932,3,272,0,0,20250320062629
0-1,0,0,0,0,0,0,67,2280,0,0,0,0,0,0,0,0,185,4446,9,750,0,0,20250321062616
1-2,0,0,0,0,0,0,13,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250321062616
3-4,0,0,0,0,0,0,62,2952,0,0,6,545,3,300,0,0,0,0,0,0,0,0,20250321062616
4-5,0,0,0,0,0,0,2351,4887,0,0,10,477,0,0,0,0,0,0,0,0,0,0,20250321062616
5-6,25,661,4,400,126,1700,26314,7065,131,3735,83,1902,3,333,258,4696,12,416,293,2463,0,0,20250321062616
6-7,0,0,0,0,212,2301,11674,7749,232,4160,175,2395,18,646,308,3521,51,1123,9,1000,0,0,20250321062616
7-8,101,1971,42,1579,130,1902,14425,8378,192,4447,317,3905,16,1777,85,2780,66,1010,6,333,0,0,20250321062616
8-9,3,300,35,1516,188,2726,10427,7165,173,4866,407,3095,59,1405,300,3782,91,1336,6,275,0,0,20250321062616
